Division,Zila,Upazila/Thana,CityCorp/Paurasava,Union/Ward,Name
20,51,58,99,28,SOUTH CHAR ABABIL
20,51,58,99,35,NORTH CHAR BANGSHI
20,51,58,99,38,SOUTH CHAR BANGSHI
20,51,58,99,47,CHAR MOHANA
20,51,58,99,52,CHAR PATA
20,51,58,99,59,KEROA
20,51,58,99,71,ROYPUR
20,51,58,99,83,SONAPUR
20,51,65,,,RAMGANJ
20,51,65,75,,RAMGANJ PAURASAVA
20,51,65,75,01,WARD NO-01
20,51,65,75,02,WARD NO-02
20,51,65,75,03,WARD NO-03
20,51,65,75,04,WARD NO-04
20,51,65,75,05,WARD NO-05
20,51,65,75,06,WARD NO-06
20,51,65,75,07,WARD NO-07
20,51,65,75,08,WARD NO-08
20,51,65,75,09,WARD NO-09
20,51,65,99,13,BHADUR
20,51,65,99,14,BHATRA
20,51,65,99,19,BHOLAKOT
20,51,65,99,23,CHANDIPUR
20,51,65,99,33,DARBESHPUR
20,51,65,99,38,ICHHAPUR
20,51,65,99,42,KANCHANPUR
20,51,65,99,47,KARPARA
20,51,65,99,57,LAMCHAR
20,51,65,99,66,NOAGAON
20,51,73,,,RAMGATI
20,51,73,87,,RAMGATI PAURASHAVA
20,51,73,87,01,WARD NO-01
20,51,73,87,02,WARD NO-02
20,51,73,87,03,WARD NO-03
20,51,73,87,04,WARD NO-04
20,51,73,87,05,WARD NO-05
20,51,73,87,06,WARD NO-06
20,51,73,87,07,WARD NO-07
20,51,73,87,08,WARD NO-08
20,51,73,87,09,WARD NO-09
20,51,73,99,13,BARA KHERI
20,51,73,99,15,CHAR ABDULLAH
20,51,73,99,23,CHAR ALEXANDAR
20,51,73,99,31,CHAR ALGI
20,51,73,99,39,CHAR BADAM
20,51,73,99,55,CHAR GAZI
20,51,73,99,65,CHAR PORAGACHHA
20,51,73,99,87,CHAR RAMIZ
20,75,,,,NOAKHALI
20,75,07,,,BEGUMGANJ
20,75,07,33,,CHAUMOHANI PAURASAVA
20,75,07,33,01,WARD NO-01
20,75,07,33,02,WARD NO-02
20,75,07,33,03,WARD NO-03
20,75,07,33,04,WARD NO-04
20,75,07,33,05,WARD NO-05
20,75,07,33,06,WARD NO-06
20,75,07,33,07,WARD NO-07
20,75,07,33,08,WARD NO-08
20,75,07,33,09,WARD NO-09
20,75,07,99,10,ALYERAPUR
20,75,07,99,12,AMANULLAPUR
20,75,07,99,24,BEGUMGANJ
20,75,07,99,28,CHHAYANI
20,75,07,99,38,DURGAPUR
20,75,07,99,42,EKLASHPUR
20,75,07,99,45,GOPALPUR
20,75,07,99,49,NAROTTAMPUR
20,75,07,99,52,HAJIPUR
20,75,07,99,56,JIRTALI
20,75,07,99,63,KADIRPUR
20,75,07,99,66,KUTUBPUR
20,75,07,99,70,MIR WARISHPUR
20,75,07,99,80,RAJGANJ
20,75,07,99,84,RASULPUR
20,75,07,99,87,SHARIFPUR
20,75,10,,,CHATKHIL
20,75,10,50,,CHATKHIL PAURASAVA
20,75,10,50,01,WARD NO-01
20,75,10,50,02,WARD NO-02
20,75,10,50,03,WARD NO-03
20,75,10,50,04,WARD NO-04
20,75,10,50,05,WARD NO-05
20,75,10,50,06,WARD NO-06
20,75,10,50,07,WARD NO-07
20,75,10,50,08,WARD NO-08
20,75,10,50,09,WARD NO-09
20,75,10,99,17,BADALKUT
20,75,10,99,19,HATPUKURIA GHATLABAG
20,75,10,99,28,KHIL PARA
20,75,10,99,38,MOHAMMADPUR
20,75,10,99,47,NAYAKHOLA
20,75,10,99,57,PANCHGAON
20,75,10,99,66,PARKOTE
20,75,10,99,76,RAMNARAYANPUR
20,75,10,99,85,SAHAPUR
20,75,21,,,COMPANIGANJ
20,75,21,16,,BASURHAT PAURASAVA
20,75,21,16,01,WARD NO-01
20,75,21,16,02,WARD NO-02
20,75,21,16,03,WARD NO-03
20,75,21,16,04,WARD NO-04
20,75,21,16,05,WARD NO-05
20,75,21,16,06,WARD NO-06
20,75,21,16,07,WARD NO-07
20,75,21,16,08,WARD NO-08
20,75,21,16,09,WARD NO-09
20,75,21,99,10,CHAR ELAHI
20,75,21,99,11,CHAR FAKIRA
20,75,21,99,23,CHAR HAZARI
20,75,21,99,35,CHAR KAKRA
20,75,21,99,47,CHAR PARBATI
20,75,21,99,59,MUSAPUR
20,75,21,99,71,RAMPUR
20,75,21,99,83,SIRAJPUR
20,75,36,,,HATIYA
20,75,36,60,,HATIYA PAURASHAVA
20,75,36,60,01,WARD NO-01
20,75,36,60,02,WARD NO-02
20,75,36,60,03,WARD NO-03
20,75,36,60,04,WARD NO-04
20,75,36,60,05,WARD NO-05
20,75,36,60,06,WARD NO-06
20,75,36,60,07,WARD NO-07
20,75,36,60,08,WARD NO-08
20,75,36,60,09,WARD NO-09
20,75,36,99,15,BURIR CHAR
20,75,36,99,19,CHANDNANDI
20,75,36,99,28,CHAR ISHWAR
20,75,36,99,38,CHAR KING
20,75,36,99,47,HARNI
20,75,36,99,57,JAHAJMARA
20,75,36,99,66,NALCHIRA
20,75,36,99,69,NIJUM DIP
20,75,36,99,76,SONADIA
20,75,36,99,85,SUKH CHAR
20,75,36,99,95,TAMARUDDIN
20,75,47,,,KABIRHAT
20,75,47,66,,KABIRHAT PAURASAVA
20,75,47,66,01,WARD NO-01
20,75,47,66,02,WARD NO-02
20,75,47,66,03,WARD NO-03
20,75,47,66,04,WARD NO-04
20,75,47,66,05,WARD NO-05
20,75,47,66,06,WARD NO-06
20,75,47,66,07,WARD NO-07
20,75,47,66,08,WARD NO-08
20,75,47,66,09,WARD NO-09
20,75,47,99,23,BATAIYA
20,75,47,99,27,CHAP RASHIR HAT
20,75,47,99,35,DHAN SHALIK
20,75,47,99,45,DHAN SIRI
20,75,47,99,55,GHOSHBAGH
20,75,47,99,70,NAROTTAMPUR
20,75,47,99,95,SUNDALPUR
20,75,80,,,SENBAGH
20,75,80,75,,SENBAGH PAURASHAVA
20,75,80,75,01,WARD NO-01
20,75,80,75,02,WARD NO-02
20,75,80,75,03,WARD NO-03
20,75,80,75,04,WARD NO-04
20,75,80,75,05,WARD NO-05
20,75,80,75,06,WARD NO-06
20,75,80,75,07,WARD NO-07
20,75,80,75,08,WARD NO-08
20,75,80,75,09,WARD NO-09
20,75,80,99,13,ARJUNTALA
20,75,80,99,19,BEJOYBAGH
20,75,80,99,28,CHHATARPAIA
20,75,80,99,38,DUMURIA
20,75,80,99,47,KABILPUR
20,75,80,99,57,KADRA
20,75,80,99,66,KESHARPAR
20,75,80,99,76,MOHAMADPUR
20,75,80,99,85,NABIPUR
20,75,83,,,SONAIMURI
20,75,83,90,,SONAIMURI PAURASAVA
20,75,83,90,01,WARD NO-01
20,75,83,90,02,WARD NO-02
20,75,83,90,03,WARD NO-03
20,75,83,90,04,WARD NO-04
20,75,83,90,05,WARD NO-05
20,75,83,90,06,WARD NO-06
20,75,83,90,07,WARD NO-07
20,75,83,90,08,WARD NO-08
20,75,83,90,09,WARD NO-09
20,75,83,99,13,AMBARNAGAR
20,75,83,99,15,AMISHA PARA
20,75,83,99,17,BARAGAON
20,75,83,99,21,BAZRA
20,75,83,99,31,CHASHIRHAT
20,75,83,99,35,DEOTI
20,75,83,99,59,JAYAG
20,75,83,99,73,NADANA
20,75,83,99,77,NATESHWAR
20,75,83,99,94,SONAPUR
20,75,85,,,SUBARNACHAR
20,75,85,99,29,CHAR AMANULLAH
20,75,85,99,31,CHAR BATA
20,75,85,99,33,CHAR CLERK
20,75,85,99,35,CHAR JABBAR
20,75,85,99,36,CHAR JUBILLE
20,75,85,99,37,CHAR WAPDA
20,75,85,99,43,MOHAMMADPUR
20,75,85,99,47,PURBA CHAR BATA
20,75,87,,,NOAKHALI SADAR
20,75,87,83,,NOAKHALI PAURASAVA
20,75,87,83,01,WARD NO-01
20,75,87,83,02,WARD NO-02
20,75,87,83,03,WARD NO-03
20,75,87,83,04,WARD NO-04
20,75,87,83,05,WARD NO-05
20,75,87,83,06,WARD NO-06
20,75,87,83,07,WARD NO-07
20,75,87,83,08,WARD NO-08
20,75,87,83,09,WARD NO-09
20,75,87,99,21,ANDERCHAR
20,75,87,99,23,ASHWADIA
20,75,87,99,25,BINODPUR
20,75,87,99,40,CHAR MATUA
20,75,87,99,45,DADPUR
20,75,87,99,47,DHARMAPUR
20,75,87,99,50,EWAZBALIA
20,75,87,99,60,KADIR HANIF
20,75,87,99,65,KALADARAF
20,75,87,99,75,NIAZPUR
20,75,87,99,80,NOAKHALI
20,75,87,99,85,NOANNAI
20,75,87,99,90,PURBA CHAR MATUA
20,84,,,,RANGAMATI
20,84,07,,,BAGHAICHHARI
20,84,07,20,,BAGHAICHHARI PAURASHAVA
20,84,07,20,01,WARD NO-01
20,84,07,20,02,WARD NO-02
20,84,07,20,03,WARD NO-03
20,84,07,20,04,WARD NO-04
20,84,07,20,05,WARD NO-05
20,84,07,20,06,WARD NO-06
20,84,07,20,07,WARD NO-07
20,84,07,20,08,WARD NO-08
20,84,07,20,09,WARD NO-09
20,84,07,99,10,AMTALI
20,84,07,99,11,BAGHAI CHHARI
20,84,07,99,23,BANGALTALI
20,84,07,99,35,SARBOATALI
20,84,07,99,47,KEDARMARA
20,84,07,99,59,MARISHYA
20,84,07,99,71,RUPAKARI
20,84,07,99,83,SAJEK
20,84,21,,,BARKAL UPAZILA
20,84,21,99,15,AIMA CHHARA
20,84,21,99,31,BARA HARINA
20,84,21,99,47,BARKAL
20,84,21,99,63,BHUSHAN CHHARA
20,84,21,99,79,SHUBLONG
20,84,25,,,KAWKHALI (BETBUNIA)
20,84,25,99,19,BETBUNIA
20,84,25,99,38,FATIK CHHARI
20,84,25,99,57,GHAGRA
20,84,25,99,76,KALAMPATI
20,84,29,,,BELAI CHHARI UPAZI
20,84,29,99,23,BELAI CHHARI
20,84,29,99,47,FARUA
20,84,29,99,71,KANGARA CHHARI
20,84,36,,,KAPTAI UPAZILA
20,84,36,99,19,CHANDRAGHONA
20,84,36,99,38,CHITMARAM
20,84,36,99,57,KAPTAI
20,84,36,99,76,RAIKHALI
20,84,36,99,86,WAGGA
20,84,47,,,JURAI CHHARI UPAZIL
20,84,47,99,19,BANJUGI CHHARA
20,84,47,99,38,DUMDUMYA
20,84,47,99,57,JURAI CHHARI
20,84,47,99,76,MAIDANG
20,84,58,,,LANGADU UPAZILA
20,84,58,99,13,ATARAK CHARA
20,84,58,99,27,BHASANYA ADAM
20,84,58,99,40,BAGACHATAR
20,84,58,99,54,GULSHAKHALI
20,84,58,99,60,KALAPAKURJYA
20,84,58,99,67,LANGADU
20,84,58,99,81,MAYANIMUKH
20,84,75,,,NANIARCHAR UPAZILA
20,84,75,99,19,BURIGHAT
20,84,75,99,38,GHILA CHHARI
20,84,75,99,57,NANIARCHAR
20,84,75,99,76,SABEKHYONG
20,84,78,,,RAJASTHALI UPAZILA
20,84,78,99,23,BANGALHALIA
20,84,78,99,46,GHILA CHHARI
20,84,78,99,71,GAINDA
20,84,87,,,RANGAMATI SADAR UP
20,84,87,50,,RANGAMATI PAURASHAVA
20,84,87,50,01,WARD NO-01
20,84,87,50,02,WARD NO-02
20,84,87,50,03,WARD NO-03
20,84,87,50,04,WARD NO-04
20,84,87,50,05,WARD NO-05
20,84,87,50,06,WARD NO-06
20,84,87,50,07,WARD NO-07
20,84,87,50,08,WARD NO-08
20,84,87,50,09,WARD NO-09
20,84,87,99,13,BANDUK BHANGA
20,84,87,99,27,BALUKHALI
20,84,87,99,40,JIBTALI
20,84,87,99,54,KUTUK CHHARI
20,84,87,99,67,MAGBAN
20,84,87,99,81,SAPCHHARI
30,,,,,DHAKA
30,26,,,,DHAKA
30,26,02,,,ADABOR
30,26,02,20,,DHAKA DAKSHIN CITY CORP.
30,26,02,25,,DHAKA UTTAR CITY CORP.
30,26,02,25,30,WARD NO-30 (43)
30,26,02,25,33,WARD NO-33 (PART) (46)
30,26,04,,,BADDA
30,26,04,25,17,WARD NO-17 (PART)
30,26,04,25,21,WARD NO-21
30,26,04,99,13,BADDA
30,26,04,99,19,BERAID
30,26,04,99,82,SATARKUL
30,26,05,,,BANGSHAL
30,26,05,20,27,WARD NO-27 (63 )(PART)
30,26,05,20,30,WARD NO-30 (66) (PART)
30,26,05,20,31,WARD NO-31 (67) (PART)
30,26,05,20,32,WARD NO-32 (68)(PART)
30,26,05,20,33,WARD NO-33 (69)
30,26,05,20,34,WARD NO-34 (70)
30,26,05,20,35,WARD NO-35 (71)(PART)
30,26,06,,,BIMAN BANDAR
30,26,06,20,98,WARD NO-98(REST. AREA PART)
30,26,06,25,01,WARD NO-01(PART)
30,26,07,,,BANANI
30,26,07,25,19,WARD NO_19 (PART)
30,26,07,25,20,WARD NO-20 (PART)
30,26,08,,,CANTONMENT
30,26,08,20,98,WARD NO-98 (REST. AREA)
30,26,08,25,15,WARD NO-15 (PART)
30,26,09,,,CHAK BAZAR
30,26,09,20,27,WARD NO-27 (63) (PART)
30,26,09,20,28,WARD NO-28 (64)
30,26,09,20,29,WARD NO-29 (65)
30,26,09,20,30,WARD NO-30 (66)(PART)
30,26,09,20,31,WARD NO-31 (67) (PART)
30,26,10,,,DAKSHINKHAN
30,26,10,99,38,DAKSHINKHAN(PART)
30,26,11,,,DARUS SALAM
30,26,11,25,09,WARD NO-09
30,26,11,25,10,WARD NO-10
30,26,12,,,DEMRA
30,26,12,99,65,DEMRA
30,26,12,99,80,MATUAIL (PART)
30,26,12,99,93,SARALIA
30,26,14,,,DHAMRAI
30,26,14,40,,DHAMRAI PAURASHAVA
30,26,14,40,01,WARD NO-01
30,26,14,40,02,WARD NO-02
30,26,14,40,03,WARD NO-03
30,26,14,40,04,WARD NO-04
30,26,14,40,05,WARD NO-05
30,26,14,40,06,WARD NO-06
30,26,14,40,07,WARD NO-07
30,26,14,40,08,WARD NO-08
30,26,14,40,09,WARD NO-09
30,26,14,99,10,AMTA
30,26,14,99,11,BAISAKANDA
30,26,14,99,17,BALIA
30,26,14,99,23,BHARARIA
30,26,14,99,29,CHAUHAT
30,26,14,99,35,DHAMRAI
30,26,14,99,41,GANGUTIA
30,26,14,99,47,JADABPUR
30,26,14,99,53,KULLA
30,26,14,99,59,KUSHURA
30,26,14,99,65,NANNAR
30,26,14,99,71,ROWAIL
30,26,14,99,77,SANORA
30,26,14,99,83,SOMBHAG
30,26,14,99,88,SUAPUR
30,26,14,99,94,SUTI PARA
30,26,16,20,,DHANMONDI(PART)
30,26,16,20,14,WARD NO-14 (48)(PART)
30,26,16,20,15,WARD NO-15 (49)
30,26,16,25,34,WARD NO-34 (PART) (47)
30,26,18,,,DOHAR
30,26,18,60,,DOHAR PAURASHAVA
30,26,18,60,01,WARD NO-01
30,26,18,60,02,WARD NO-02
30,26,18,60,03,WARD NO-03
30,26,18,60,04,WARD NO-04
30,26,18,60,05,WARD NO-05
30,26,18,60,06,WARD NO-06
30,26,18,60,07,WARD NO-07
30,26,18,60,08,WARD NO-08
30,26,18,60,09,WARD NO-09
30,26,18,99,13,BILASPUR
30,26,18,99,21,KUSHUMHATI
30,26,18,99,31,MAHMUDPUR
30,26,18,99,42,MUKSUDPUR
30,26,18,99,52,NARISHA
30,26,18,99,63,NAYABARI
30,26,18,99,73,ROYPARA
30,26,18,99,84,SUTAR PARA
30,26,21,,,BHASAN TEK
30,26,21,25,15,WARD NO-15 (PART)
30,26,22,,,BHATARA
30,26,22,25,17,WARD NO-17 (PART)
30,26,22,25,18,WARD NO-18 (PART)
30,26,22,99,57,BHATARA
30,26,24,,,GENDARIA
30,26,24,20,40,WARD NO-40 (76) (PART)
30,26,24,20,44,WARD NO-44 (80) (PART)
30,26,24,20,45,WARD NO-45 (81)
30,26,24,20,46,WARD NO-46 (82)
30,26,26,,,GULSHAN
30,26,26,25,18,WARD NO-18 (PART)
30,26,26,25,19,WARD NO-19 (PART)
30,26,28,20,,HAZARIBAGH(PART)
30,26,28,20,14,WARD NO-14 (48)(PART)
30,26,28,20,22,WARD NO-22 (58)
30,26,28,25,33,WARD NO-33 (PART) (46)
30,26,29,,,JATRABARI
30,26,29,20,40,WARD NO-40 (76) (PART)
30,26,29,20,48,WARD NO-48 (84)
30,26,29,20,49,WARD NO-49 (85)
30,26,29,20,50,WARD NO-50 (86)
30,26,29,99,35,DHANIA (PART)
30,26,29,99,80,MATUAIL (PART)
30,26,30,,,KAFRUL
30,26,30,25,04,WARD NO-04
30,26,30,25,14,WARD NO-14 (PART)
30,26,30,25,16,WARD NO-16 (PART)
30,26,32,,,KADAMTALI
30,26,32,20,52,WARD NO-52 (88)
30,26,32,20,53,WARD NO-53 (89)
30,26,32,99,35,DHANIA (PART)
30,26,32,99,80,MATUAIL(PART)
30,26,32,99,95,SHYAMPUR
30,26,33,,,KALABAGAN
30,26,33,20,16,WARD NO-16 (50 )
30,26,33,20,17,WARD NO-17 (51)(PART)
30,26,34,,,KAMRANGIR CHAR
30,26,34,99,51,SULTANGANJ
30,26,36,,,KHILGAON
30,26,36,20,01,WARD NO-01 (24)
30,26,36,20,02,WARD NO-02 (25)
30,26,36,20,03,WARD NO-03 (26) (PART)
30,26,36,99,60,DAKSHINGAON (PART)
30,26,36,99,85,NASIRABAD
30,26,37,,,KHILKHET
30,26,37,25,17,WARD NO-17 (PART)
30,26,37,99,38,DAKSHINKHAN (PART)
30,26,37,99,49,DUMNI
30,26,38,,,KERANIGANJ
30,26,38,99,11,AGANAGAR
30,26,38,99,13,BASTA
30,26,38,99,17,HAZRATPUR
30,26,38,99,25,KALATIA
30,26,38,99,34,KALINDI
30,26,38,99,43,KONDA
30,26,38,99,51,RUHITPUR
30,26,38,99,60,SAKTA
30,26,38,99,69,SUBHADYA
30,26,38,99,77,TARANAGAR
30,26,38,99,86,TEGHARIA
30,26,38,99,94,ZINJIRA
30,26,40,,,KOTWALI
30,26,40,20,32,WARD NO-32 (68)(PART)
30,26,40,20,35,WARD NO-35 (71)(PART)
30,26,40,20,36,WARD NO-36 (72)
30,26,40,20,37,WARD NO-37 (73)
30,26,42,,,LALBAGH
30,26,42,20,20,WARD NO-20 (56)(PART)
30,26,42,20,23,WARD NO-23 (59)
30,26,42,20,24,WARD NO-24 (60)
30,26,42,20,25,WARD NO-25 (61)
30,26,42,20,26,WARD NO-26 (62)
30,26,42,20,55,WARD NO-55 (91)
30,26,42,20,56,WARD NO-56 (92)
30,26,48,,,MIRPUR
30,26,48,25,07,WARD NO-07 (PART)
30,26,48,25,11,WARD NO-11
30,26,48,25,12,WARD NO-12
30,26,48,25,13,WARD NO-13
30,26,48,25,14,WARD NO-14 (PART)
30,26,50,25,,MOHAMMADPUR(PART)
30,26,50,25,29,WARD NO-29 (42)
30,26,50,25,31,WARD NO-31 (44)
30,26,50,25,32,WARD NO-32 (45)
30,26,50,25,33,WARD NO-33 (PART) (46)
30,26,50,25,34,WARD NO-34 (PART) (47)
30,26,54,,,MOTIJHEEL
30,26,54,20,08,WARD NO-08 (PART) (31)
30,26,54,20,09,WARD NO-09 (32)
30,26,54,20,10,WARD NO-10 (33)
30,26,57,,,MUGDA PARA
30,26,57,20,06,WARD NO-06 (29)
30,26,57,20,07,WARD NO-07 (30)
30,26,57,99,82,MANDA
30,26,62,,,NAWABGANJ
30,26,62,99,11,AGLA
30,26,62,99,13,BAKSHANAGAR
30,26,62,99,20,BANDURA
30,26,62,99,27,BARRAH
30,26,62,99,33,BARUAKHALI
30,26,62,99,40,CHURAIN
30,26,62,99,47,GALIMPUR
30,26,62,99,54,JANTRAIL
30,26,62,99,61,JOYKRISHNAPUR
30,26,62,99,67,KAILAIL
30,26,62,99,74,KALAKOPA
30,26,62,99,81,NAYANSREE
30,26,62,99,88,SHIKARI PARA
30,26,62,99,94,SHOLLA
30,26,63,,,NEW MARKET
30,26,63,20,18,WARD NO-18 (52)
30,26,64,,,PALLABI
30,26,64,25,02,WARD NO-02
30,26,64,25,03,WARD NO-03
30,26,64,25,05,WARD NO-05
30,26,64,25,06,WARD NO-06 (PART)
30,26,64,25,15,WARD NO-15(PART)
30,26,65,,,PALTAN
30,26,65,20,13,WARD NO-13 (36)
30,26,66,20,,RAMNA(PART)
30,26,66,20,19,WARD NO-19 (53)
30,26,66,25,35,WARD NO-35 (54)
30,26,66,25,36,WARD NO-36 (55)
30,26,67,,,RAMPURA
30,26,67,25,22,WARD NO-22
30,26,67,25,23,WARD NO-23
30,26,68,,,SABUJBAGH
30,26,68,20,04,WARD NO-04 (27)
30,26,68,20,05,WARD NO-05 (28)
30,26,68,99,60,DAKSHINGAON (PART)
30,26,70,,,RUPNAGAR
30,26,70,25,06,WARD NO-06 (PART)
30,26,70,25,07,WARD NO-07 (PART)
30,26,72,,,SAVAR
30,26,72,80,,SAVAR PAURASHAVA
30,26,72,80,01,WARD NO-01
30,26,72,80,02,WARD NO-02
30,26,72,80,03,WARD NO-03
30,26,72,80,04,WARD NO-04
30,26,72,80,05,WARD NO-05
30,26,72,80,06,WARD NO-06
30,26,72,80,07,WARD NO-07
30,26,72,80,08,WARD NO-08
30,26,72,80,09,WARD NO-09
30,26,72,99,15,AMIN BAZAR
30,26,72,99,18,ASHULIA
30,26,72,99,22,BANAGRAM
30,26,72,99,27,BHAKURTA
30,26,72,99,33,BIRALIA
30,26,72,99,39,DHAMSANA
30,26,72,99,50,KAUNDIA
30,26,72,99,72,PATHALIA
30,26,72,99,78,SAVAR
30,26,72,99,83,SHIMULIA
30,26,72,99,89,TETULJHORA
30,26,72,99,94,YEARPUR
30,26,72,99,98,SAVAR CANTOMENT
30,26,73,,,SHAHJAHANPUR
30,26,73,20,08,WARD NO-08 (PART) (31)
30,26,73,20,11,WARD NO-11 (34)
30,26,73,20,12,WARD NO-12 (35)
30,26,74,,,SHAH ALI
30,26,74,25,07,WARD NO-07 (PART)
30,26,74,25,08,WARD NO-08
30,26,75,,,SHAHBAGH
30,26,75,20,20,WARD NO-20 (56)(PART)
30,26,75,20,21,WARD NO-21 (57)
30,26,76,,,SHYAMPUR
30,26,76,20,47,WARD NO-47 (83)
30,26,76,20,51,WARD NO-51 (87)
30,26,76,20,54,WARD NO-54 (90)
30,26,80,,,SHER-E-BANGLA NAGAR
30,26,80,20,17,WARD NO-17 (51) (PART)
30,26,80,25,16,WARD NO-16 (PART)
30,26,80,25,27,WARD NO-27 (PART) (40)
30,26,80,25,28,WARD NO-28 (41)
30,26,88,,,SUTRAPUR
30,26,88,20,42,WARD NO-42 (78)
30,26,88,20,43,WARD NO-43 (79)
30,26,88,20,44,WARD NO-44 (80) (PART)
30,26,90,,,TEJGAON
30,26,90,25,25,WARD NO-25 (PART) (38)
30,26,90,25,26,WARD NO-26 (39)
30,26,90,25,27,WARD NO-27(PART) (40)
30,26,92,,,TEJGAON IND. AREA
30,26,92,25,20,WARD NO-20 (PART)
30,26,92,25,24,WARD NO- 24(37)
30,26,92,25,25,WARD NO-25 (PART) (38)
30,26,93,,,TURAG
30,26,93,99,51,HARIRAMPUR
30,26,94,,,UTTARA PASCHIM
30,26,94,25,01,WARD NO-01 (PART)
30,26,95,,,UTTARA PURBA
30,26,95,25,01,WARD NO-01(PART)
30,26,96,,,UTTAR KHAN
30,26,96,99,76,UTTAR KHAN
30,26,98,,,WARI
30,26,98,20,38,WARD NO-38 (74)
30,26,98,20,39,WARD NO-39 (75)
30,26,98,20,40,WARD NO-40 (76) (PART)
30,26,98,20,41,WARD NO-41 (77)
30,29,,,,FARIDPUR
30,29,03,,,ALFADANGA
30,29,03,99,10,ALFADANGA
30,29,03,99,21,BANA
30,29,03,99,31,BURAICH
30,29,03,99,42,GOPALPUR
30,29,03,99,52,PANCHURIA
30,29,03,99,84,TAGARBANDA
30,29,10,,,BHANGA
30,29,10,20,,BHANGA PAURASHAVA
30,29,10,20,01,WARD NO-01
30,29,10,20,02,WARD NO-02
30,29,10,20,03,WARD NO-03
30,29,10,20,04,WARD NO-04
30,29,10,20,05,WARD NO-05
30,29,10,20,06,WARD NO-06
30,29,10,20,07,WARD NO-07
30,29,10,20,08,WARD NO-08
30,29,10,20,09,WARD NO-09
30,29,10,99,13,ALGI
30,29,10,99,15,AZIMNAGAR
30,29,10,99,25,CHUMORDI
30,29,10,99,31,CHANDRA
30,29,10,99,39,GHARUA
30,29,10,99,47,HAMIRDI
30,29,10,99,55,KALAMRIDHA
30,29,10,99,63,KAOLIBERA
30,29,10,99,71,MANIKDAHA
30,29,10,99,79,NASIRABAD
30,29,10,99,87,NURULLAGANJ
30,29,10,99,94,TUZARPUR
30,29,18,,,BOALMARI
30,29,18,40,,BOALMARI PAURASHAVA
30,29,18,40,01,WARD NO-01
30,29,18,40,02,WARD NO-02
30,29,18,40,03,WARD NO-03
30,29,18,40,04,WARD NO-04
30,29,18,40,05,WARD NO-05
30,29,18,40,06,WARD NO-06
30,29,18,40,07,WARD NO-07
30,29,18,40,08,WARD NO-08
30,29,18,40,09,WARD NO-09
30,29,18,99,15,BOALMARI
30,29,18,99,20,CHANDPUR
30,29,18,99,25,CHATUL
30,29,18,99,30,DADPUR
30,29,18,99,35,GHOSHPUR
30,29,18,99,40,GUNBAHA
30,29,18,99,60,MOYNA
30,29,18,99,75,PARAMESHWARDI
30,29,18,99,85,RUPAPAT
30,29,18,99,90,SATAIR
30,29,18,99,95,SHEKHAR
30,29,21,,,CHAR BHADRASAN
30,29,21,99,19,CHAR BHADRASAN
30,29,21,99,38,CHAR HARIRAMPUR
30,29,21,99,57,CHAR JHAUKANDA
30,29,21,99,76,GAZIRTEK
30,29,47,,,FARIDPUR SADAR
30,29,47,60,,FARIDPUR PAURASHAVA
30,29,47,60,01,WARD NO-01
30,29,47,60,02,WARD NO-02
30,29,47,60,03,WARD NO-03
30,29,47,60,04,WARD NO-04
30,29,47,60,05,WARD NO-05
30,29,47,60,06,WARD NO-06
30,29,47,60,07,WARD NO-07
30,29,47,60,08,WARD NO-08
30,29,47,60,09,WARD NO-09
30,29,47,99,13,ALIABAD
30,29,47,99,15,AMBIKAPUR
30,29,47,99,23,CHAR MADHABDIA
30,29,47,99,31,DECREERCHAR
30,29,47,99,39,GREDA
30,29,47,99,47,ISHAN GOPALPUR
30,29,47,99,55,KAIJURI
30,29,47,99,63,KANAIPUR
30,29,47,99,71,KRISHNANAGAR
30,29,47,99,79,MAJCHAR
30,29,47,99,87,UTTAR CHANNEL
30,29,56,,,MADHUKHALI
30,29,56,99,10,BAGAT
30,29,56,99,13,ARPARA
30,29,56,99,21,DUMAIN
30,29,56,99,31,GAJNA
30,29,56,99,37,JAHAPUR
30,29,56,99,42,KAMARKHALI
30,29,56,99,47,KORAKDI
30,29,56,99,52,MADHUKHALI
30,29,56,99,63,MEGCHAMI
30,29,56,99,73,NOAPARA
30,29,56,99,84,RAIPUR
30,29,62,,,NAGARKANDA
30,29,62,80,,NAGARKANDA PAURASHAVA
30,29,62,80,01,WARD NO-01
30,29,62,80,02,WARD NO-02
30,29,62,80,03,WARD NO-03
30,29,62,80,04,WARD NO-04
30,29,62,80,05,WARD NO-05
30,29,62,80,06,WARD NO-06
30,29,62,80,07,WARD NO-07
30,29,62,80,08,WARD NO-08
30,29,62,80,09,WARD NO-09
30,29,62,99,22,CHAR JASORDI
30,29,62,99,27,DANGI
30,29,62,99,33,PHULSUTI
30,29,62,99,50,KAICHAIL
30,29,62,99,55,LASKARDIA
30,29,62,99,67,KODALIA SHOHIDNAGAR
30,29,62,99,72,PURA PARA
30,29,62,99,83,RAMNAGAR
30,29,62,99,94,TALMA
30,29,84,,,SADARPUR
30,29,84,99,15,AKTER CHAR
30,29,84,99,19,BHASHANCHAR
30,29,84,99,28,CHAR BISHNUPUR
30,29,84,99,38,CHAR MANAIR
30,29,84,99,47,CHAR NASIRPUR
30,29,84,99,57,DHEUKHALI
30,29,84,99,66,KRISHNAPUR
